HTY,2
HBJ,0
MSW,0
BKI,0
ETI,12
  Y,3
OLQ,0
NMD,0
YVC,0
QPE,0
KIW,0
BPX,0
NLG,0
XAB,0
YWG,0
KHW,0
 LC,0
YNB,0
CSW,0
HID,3
CD ,0
MIH,0
ZWA,0
XOI,0
EVV,0
LHM,0
AVA,5
 ZB,0
JBU,0
N C,35
PBJ,0
UXA,0
XAO,0
KJJ,0
ZXZ,0
JUV,0
ULN,0
IIT,0
XWY,0
SJR,0
AYO,1
KNO,64
GST,1
HVA,0
EFY,0
EVQ,0
JCV,0
QRC,0
WTE,0
 IK,0
JCR,0
WXK,0
JFI,0
NWV,0
VHS,0
NOK,0
FO ,0
HIN,189
QZQ,0
MFY,0
WJN,0
 MG,0
DR ,2
CTY,0
KWN,0
VCF,0
ZZD,0
BHT,0
LXI,0
EOJ,0
HGP,0
NBS,0
QTQ,0
WLU,0
UHW,0
GZV,0
NDO,21
QRJ,0
PQU,0
ADQ,0
CPE,0
E W,371
AFY,0
TM ,0
YAA,0
CZ ,0
VAK,0
CQH,0
OTD,0
OAJ,0
SED,24
W H,27
KGZ,0
QDV,0
MNA,0
BGZ,0
AOJ,0
EZO,0
ITG,0
W T,44
 KO,0
FZS,0
CCH,0
WXG,0
ZML,0
NAF,0
FYR,0
GSB,0
CLS,0
FHL,0
IJG,0
QBK,0
UJV,0
XYP,0
ZNB,0
FHK,0
GIM,4
NOW,148
QAC,0
RGX,0
SLW,0
PQQ,0
 MZ,0
R A,80
QLD,0
UTK,0
BNX,0
LNV,0
SKS,0
ZVI,0
CSO,0
OLY,1
QZL,0
TCK,0
IZN,0
QFL,0
VRI,0
URL,0
WBH,0
ATP,0
KLY,5
CYM,0
NIB,0
 KS,0
DRU,4
VYH,0
UJY,0
VUB,0
KUU,0
SFQ,0
RCB,0
GWS,0
SO ,86
PTJ,0
IGJ,0
EAZ,0
FJG,0
SZV,0
IVG,0
NUC,0
ZJM,0
ODJ,0
PSP,0
XTS,0
ESP,6
XPH,0
ZWO,0
KNC,0
PUI,0
EGP,0
BRV,0
QXQ,0
RLW,0
BJW,0
NPJ,0
LQD,0
JAL,0
AWD,0
IAY,0
YHW,0
SDC,0
OVJ,0
ZYE,0
IG ,0
RHU,0
LGF,0
K T,67
NLT,0
UBV,0
CUJ,0
CNW,0
BVL,0
 UW,0
Z I,0
PWU,0
OCE,4
TVY,0
CJY,0
TFQ,0
NUU,0
CIM,0
EAW,0
GMM,0
 BJ,0
 JH,1
ALD,0
 HT,0
 AM,307
XLK,0
NDT,0
 MM,0
ZPL,0
UZW,0
NRW,0
 MQ,0
NZM,0
LSY,0
QKU,0
ZIY,0
FAB,1
JDN,0
UYZ,0
SJG,0
KKL,0
IUQ,0
XKV,0
BAH,0
LJI,0
EAB,0
EWG,0
OQA,0
HGZ,0
JJN,0
KXT,0
RIZ,0
H W,18
 FG,0
WEY,0
MVD,0
IKF,0
IDP,0
OYD,0
AOO,0
MZI,0
XUF,0
 FR,123
OJI,0
CHE,65
ZMZ,0
VAP,0
Q E,0
JED,0
STG,0
HGY,0
SEI,0
DSH,0
BIU,0
VWC,0
LWQ,0
WRV,0
 GL,37
CYL,0
CBL,0
R K,4
EYH,0
LLL,0
UGP,0
KTE,0
DCQ,0
ATK,0
QPJ,0
PBU,0
TLC,0
KYF,0
JDV,0
FTD,0
KBF,0
KCX,0
TTT,0
TCS,0
HFU,0
AMZ,0
JHL,0
ZPR,0
PWH,0
ZAT,0
BXG,0
TNF,0
HHA,0
JLD,0
LAO,0
FHV,0
MIT,3
UCX,0
HED,8
YQC,0
RRV,0
GXQ,0
R T,156
UCN,0
ZH ,0
HWP,0
GEM,0
IZT,0
YXL,0
MGE,0
RHC,0
RWC,0
DRM,0
QIB,0
PZM,0
MOL,0
HJY,0
CNO,0
MYV,0
WNY,0
BFV,0
RBV,0
VBG,0
GLV,0
KWY,0
T N,78
BKW,0
FUD,0
 FN,0
CL ,0
SAY,30
CJ ,0
FFA,0
KGH,0
RRR,0
JBB,0
 BQ,1
RH ,0
 HS,0
AEU,0
ICT,7
TDP,0
DXC,0
 OR,16
LPY,0
QLI,0
V  ,0
BJG,0
LUL,0
OOS,1
XPV,0
EXG,0
GVV,0
UEE,0
 IN,189
ALN,0
FEN,0
OZW,0
 RS,0
JBC,0
NWC,0
PUL,2
PVI,0
AQK,0
GPO,0
NTO,11
JFF,0
GYZ,0
TTH,0
SUH,0
 WC,0
MCS,0
YZY,0
SMW,0
FFH,0
JUY,0
SYV,0
WDB,0
FOC,0
KJQ,0
C K,0
ENV,0
MGU,0
IPU,0
KQC,0
TUG,0
JTQ,0
RMD,0
GEP,0
FAV,8
MDA,0
TJS,0
NTI,9
GJY,0
UHX,0
OQE,0
 IH,0
SBP,0
BSS,0
TIN,95
HHQ,0
JMD,0
ERG,7
TLT,0
IGV,0
GNQ,0
ONV,6
CLL,0
IL ,36
 TV,43
AFL,0
AK ,31
BUC,0
IFE,11
JUZ,0
XZV,0
PXT,0
XQN,0
UYY,0
RPH,1
YZJ,0
YEP,0
RQT,0
ULO,0
KLS,0
WAV,1
YCQ,0
EOD,0
AZY,4
ZNJ,0
 RK,0
AJH,0
KZP,0
TB ,0
XIL,0
DMJ,0
FVG,0
SLF,0
TF ,0
PHK,0
KBG,0
RVK,0
SWM,0
OTB,6
RTS,25
QXB,0
VGJ,0
YQW,0
IWV,0
TGQ,0
GRK,0
WGE,0
XRV,0
MEY,0
GTW,0
VXG,0
CSX,0
BII,0
EGL,1
IKE,139
CWO,0
AD ,121
NOD,0
OU ,1409
EBF,0
BSY,0
JZY,0
UNQ,0
RPN,0
AOV,0
YJO,0
CBM,0
VVV,0
 YR,0
VJQ,0
VOW,0
OEN,1
OWZ,0
GTF,0
LOX,0
HYZ,0
NVF,0
NIQ,0
EPA,5
NEG,1
KVA,0
TDX,0
JBV,0
PHC,0
 XD,0
KPW,0
ZCD,0
JKD,0
SCC,0
KUP,0
SCL,3
CXI,0
EHB,0
KNM,0
HOU,65
SNN,0
BKK,0
ESR,0
DOT,0
MWC,0
OTV,0
OHQ,0
HUB,0
 DK,0
CMI,0
BSL,0
LMQ,0
UBU,0
LBP,0
VVI,0
WQM,0
HZ ,0
LFP,0
NQE,0
VZH,0
HEW,3
KXV,0
UHZ,0
GSQ,0
JKT,0
LEJ,0
IIC,0
RXM,0
GFE,0
SMT,0
CIV,0
OXZ,0
EIP,0
FIF,0
OIM,0
KVZ,0
PXZ,0
ZIW,0
MMH,0
QR ,0
XOA,0
MBU,1
MNC,0
BYP,0
LCM,0
PMI,0
NDA,7
LMN,0
UPV,0
 WH,591
WLA,0
VOC,1
ZDB,0
GNV,0
HNV,0
VTV,0
JRQ,0
XTG,0
 AC,38
PLZ,0
EXK,0
PHQ,0
VHG,0
KAW,0
XCZ,0
JG ,0
 YQ,0
WLW,0
TLF,0
SHI,18
EHH,0
VTE,0
MEX,0
SLE,46
YIV,0
OY ,22
ODX,0
FRG,0
TUP,2
ZNN,0
NZF,0
KJH,0
PKV,0
ENC,7
LIL,0
UIU,0
QGN,0
EDM,0
SXJ,0
GGA,1
YZC,0
LAJ,0
 HX,0
JIF,0
EID,0
GKI,0
FMZ,0
TYO,0
LCS,0
NVK,0
XIB,0
WBB,0
 OB,1
RHR,0
YAY,0
QVJ,0
RLU,0
YWU,0
HHF,0
IYR,0
VLJ,0
I L,102
YPW,0
DEF,3
RMJ,0
BAN,13
NWP,0
EGQ,0
JHI,0
AIQ,0
EGS,5
BXM,0
UZK,0
FPF,0
IB ,0
LFI,0
PTO,6
KFZ,0
TOW,6
DQV,0
MVR,0
TAA,0
WB ,0
VPV,0
JRT,0
JOG,4
LCF,0
EAS,305
HXQ,0
TSH,2
LBJ,0
NWM,0
VPQ,0
FRD,0
VMR,0
UHO,0
TZL,0
FTB,0
XLS,0
KHS,0
UPQ,0
BYY,0
AHC,0
SWH,0
TY ,85
Z K,0
QKL,0
QHI,0
JXN,0
CUR,8
YDK,0
JDF,0
WVH,0
XDF,0
YNR,0
LZO,0
FGV,0
DSS,0
FJK,0
BLB,0
YTH,28
IRZ,0
HIW,0
VPL,0
DZY,0
XQ ,0
LCH,1
LAI,3
YLZ,0
ZFX,0
GBC,0
XAP,0
MJP,0
CMD,0
FGL,0
YJJ,0
CDG,0
CGG,0
BVP,0
VCY,0
VJL,0
UGQ,0
QGX,0
VVT,0
TPL,0
TZB,0
GPZ,0
ZKI,0
SSV,0
WI ,0
SVP,0
DEQ,0
VHI,0
VEG,1
EOG,0
ZMW,0
HII,0
QQR,0
UHL,0
APX,0
ZCX,0
HGB,0
HJK,0
TUC,1
DSJ,0
NRY,0
EDO,0
PIN,34
ATU,7
HD ,0
VKW,0
ME ,1121
YGK,0
LPD,0
NRU,0
KTN,0
ZZP,0
XIF,0
EUX,0
DIN,67
XPU,0
LLD,0
LTF,0
EVS,0
SOE,0
LBX,0
CKC,0
ZWN,0
JGY,0
RXL,0
TZP,0
QQD,0
ADO,3
JBW,0
AET,0
KBN,0
WZD,0
SOZ,0
NFU,3
CYO,0
ZLT,0
MBT,0
RGA,1
KTG,0
MUI,0
JOB,19
YED,8
BRE,18
CNL,0
OHK,0
RWG,0
ZRG,0
MQE,0
URW,0
GWN,0
LDI,1
OZO,0
BAU,0
 CT,0
OFG,0
VVG,0
NII,0
OLD,66
IVI,4
Y D,89
YWC,0
 LA,103
HNG,0
ILL,295
FXD,0
BOU,47
MZV,0
CJK,0
VFC,0
KNA,0
UXC,0
GPM,0
LK ,60
WIN,35
KDP,0
RVD,0
J R,0
FWW,0
XIS,0
SMB,0
FKL,0
LVV,0
GW ,0
LWP,0
MDT,0
 LL,0
JZE,0
TOG,4
CKD,0
OTN,0
IWH,0
LDV,0
TU ,0
AQJ,0
GJE,0
PJT,0
DXO,0
HGR,0
HDS,0
XTL,0
BKY,0
ZDC,0
MUO,0
HHP,0
DUV,0
UWT,0
SUZ,1
ZMM,0
PZC,0
SJA,0
BLZ,0
FAK,0
DFK,0
HUG,9
EUC,0
AZX,0
VYI,0
KML,0
P F,7
UHA,0
UTV,0
GRQ,0
CSD,0
PBC,0
ITF,0
SPV,0
KCO,0
QAX,0
PFX,0
ATF,0
TBL,0
QXD,0
 AS,58
HTX,0
GFY,0
ISQ,0
ZMR,0
OYC,0
PBR,0
JIW,0
EPJ,0
YRU,0
BOB,2
JAK,0
JVU,0
DCI,0
HBH,0
BZM,0
GZD,0
AMS,4
FMP,0
KC ,0
SJE,0
AJS,0
CQQ,0
XGC,0
ERS,58
 UC,0
HO ,20
TMR,0
QDU,0
LGT,0
IOO,0
VOY,0
QNO,0
HVK,0
BEH,7
KVC,0
UDD,2
UQH,0
AME,54
WOF,0
RWM,0
GNH,0
FDE,0
N P,22
NNF,0
RGZ,0
DTX,0
YPF,0
VPR,0
UBI,0
Y Q,1
QBO,0
ZUF,0
DOF,0
RXE,0
TRA,24
 JK,0
KPC,0
GWD,0
WA ,0
BOL,0
YZI,0
UIO,0
WRX,0
KJS,0
KSX,0
HER,384
NHI,0
KXX,0
BVE,0
 GX,0
ZAV,0
WBF,0
VTU,0
DBF,0
AJQ,0
DST,0
WHK,0
ZNZ,0
JLU,0
SEA,4
FZB,0
VLA,0
GAD,0
BRN,0
HDE,0
NHP,0
PIU,0
VH ,0
CR ,0
EXZ,0
WWR,0
ZOB,0
YMF,0
 RO,30
WPW,0
WLM,0
HKS,0
DSV,0
BNK,0
EYY,0
PGY,0
ASY,4
YUX,0
SFB,0
YCU,0
LEM,11
TSD,0
ADE,15
AKO,0
YGO,0
TAJ,0
FBC,0
IQQ,0
RCT,0
CEZ,0
SC ,0
CZX,0
GGV,0
IZP,0
PAX,0
EAG,1
BUV,0
E T,738
RXZ,0
ZFU,0
MNN,0
PLG,0
ZJS,0
RPK,0
BRT,0
TYB,0
WPF,0
UPE,1
AYL,0
LKH,0
NJK,0
TMV,0
JNL,0
RUM,1
ZKB,0
KAJ,0
TGL,0
NWN,0
OIV,0
BGP,0
GCV,0
TNX,0
TIB,0
YZS,0
JON,0
OOJ,0
HVR,0
MIV,0
 HV,0
PDL,0
QUO,0
YLN,0
DUT,0
XDJ,0
YQB,0
XFN,0
EHV,0
NEN,0
MOV,49
WUM,0
JKZ,0
SWG,0
