HTY,32
HBJ,0
MSW,0
BKI,0
ETI,137
  Y,428
OLQ,0
NMD,0
YVC,0
QPE,0
KIW,0
BPX,0
NLG,0
XAB,0
YWG,0
KHW,0
 LC,0
YNB,0
CSW,0
HID,55
CD ,0
MIH,0
ZWA,0
XOI,0
EVV,0
LHM,0
AVA,37
 ZB,0
JBU,0
N C,387
PBJ,0
UXA,0
XAO,0
KJJ,0
ZXZ,0
JUV,5
ULN,11
IIT,0
XWY,0
SJR,0
AYO,4
KNO,561
GST,16
HVA,0
EFY,1
EVQ,0
JCV,0
QRC,0
WTE,1
 IK,0
JCR,0
WXK,0
JFI,0
NWV,0
VHS,0
NOK,0
FO ,0
HIN,1777
QZQ,0
MFY,0
WJN,0
 MG,0
DR ,29
CTY,0
KWN,0
VCF,0
ZZD,0
BHT,0
LXI,0
EOJ,0
HGP,0
NBS,0
QTQ,0
WLU,0
UHW,0
GZV,0
NDO,272
QRJ,0
PQU,0
ADQ,2
CPE,0
E W,3897
AFY,0
TM ,168
YAA,0
CZ ,0
VAK,0
CQH,0
OTD,0
OAJ,0
SED,753
W H,248
KGZ,0
QDV,0
MNA,4
BGZ,0
AOJ,0
EZO,0
ITG,0
W T,446
 KO,0
FZS,0
CCH,0
WXG,0
ZML,0
NAF,4
FYR,0
GSB,1
CLS,0
FHL,0
IJG,0
QBK,0
UJV,0
XYP,0
ZNB,0
FHK,0
GIM,3
NOW,1176
QAC,0
RGX,0
SLW,0
PQQ,0
 MZ,0
R A,1771
QLD,0
UTK,0
BNX,0
LNV,0
SKS,4
ZVI,0
CSO,0
OLY,20
QZL,0
TCK,0
IZN,0
QFL,0
VRI,0
URL,30
WBH,0
ATP,0
KLY,44
CYM,1
NIB,5
 KS,0
DRU,55
VYH,0
UJY,0
VUB,0
KUU,0
SFQ,0
RCB,0
GWS,0
SO ,1014
PTJ,0
IGJ,0
EAZ,0
FJG,0
SZV,0
IVG,0
NUC,4
ZJM,0
ODJ,0
PSP,7
XTS,3
ESP,107
XPH,0
ZWO,0
KNC,0
PUI,0
EGP,0
BRV,0
QXQ,0
RLW,0
BJW,0
NPJ,0
LQD,0
JAL,0
AWD,2
IAY,0
YHW,0
SDC,0
OVJ,0
ZYE,0
IG ,65
RHU,1
LGF,0
K T,510
NLT,0
UBV,0
CUJ,0
CNW,0
BVL,0
 UW,0
Z I,6
PWU,0
OCE,77
TVY,0
CJY,0
TFQ,0
NUU,0
CIM,4
EAW,4
GMM,0
 BJ,0
 JH,0
ALD,12
 HT,2
 AM,432
XLK,0
NDT,9
 MM,0
ZPL,0
UZW,0
NRW,0
 MQ,0
NZM,0
LSY,2
QKU,0
ZIY,0
FAB,6
JDN,0
UYZ,0
SJG,0
KKL,0
IUQ,0
XKV,0
BAH,0
LJI,0
EAB,16
EWG,0
OQA,0
HGZ,0
JJN,0
KXT,0
RIZ,29
H W,373
 FG,0
WEY,1
MVD,0
IKF,0
IDP,0
OYD,2
AOO,0
MZI,0
XUF,0
 FR,1561
OJI,0
CHE,600
ZMZ,0
VAP,0
Q E,0
JED,0
STG,0
HGY,0
SEI,31
DSH,19
BIU,0
VWC,0
LWQ,0
WRV,0
 GL,372
CYL,4
CBL,1
R K,43
EYH,1
LLL,2
UGP,0
KTE,1
DCQ,0
ATK,1
QPJ,0
PBU,1
TLC,0
KYF,0
JDV,0
FTD,0
KBF,0
KCX,0
TTT,0
TCS,0
HFU,12
AMZ,0
JHL,0
ZPR,0
PWH,0
ZAT,8
BXG,0
TNF,0
HHA,1
JLD,0
LAO,0
FHV,0
MIT,120
UCX,0
HED,640
YQC,0
RRV,0
GXQ,0
R T,1980
UCN,0
ZH ,0
HWP,0
GEM,37
IZT,0
YXL,0
MGE,0
RHC,0
RWC,0
DRM,0
QIB,0
PZM,0
MOL,3
HJY,0
CNO,0
MYV,0
WNY,2
BFV,0
RBV,0
VBG,0
GLV,0
KWY,0
T N,455
BKW,0
FUD,2
 FN,0
CL ,0
SAY,319
CJ ,0
FFA,45
KGH,0
RRR,0
JBB,0
 BQ,0
RH ,0
 HS,0
AEU,0
ICT,108
TDP,0
DXC,0
 OR,826
LPY,0
QLI,0
V  ,12
BJG,0
LUL,2
OOS,64
XPV,0
EXG,0
GVV,0
UEE,18
 IN,5764
ALN,2
FEN,52
OZW,0
 RS,1
JBC,0
NWC,0
PUL,93
PVI,0
AQK,0
GPO,1
NTO,619
JFF,0
GYZ,0
TTH,22
SUH,0
 WC,0
MCS,0
YZY,0
SMW,0
FFH,1
JUY,0
SYV,0
WDB,0
FOC,3
KJQ,0
C K,0
ENV,27
MGU,0
IPU,0
KQC,0
TUG,9
JTQ,0
RMD,0
GEP,3
FAV,21
MDA,1
TJS,0
NTI,630
GJY,0
UHX,0
OQE,0
 IH,0
SBP,0
BSS,0
TIN,915
HHQ,0
JMD,0
ERG,367
TLT,0
IGV,0
GNQ,0
ONV,88
CLL,0
IL ,294
 TV,0
AFL,2
AK ,110
BUC,34
IFE,243
JUZ,0
XZV,0
PXT,0
XQN,0
UYY,0
RPH,4
YZJ,0
YEP,0
RQT,0
ULO,17
KLS,0
WAV,33
YCQ,0
EOD,0
AZY,22
ZNJ,0
 RK,0
AJH,0
KZP,0
TB ,0
XIL,0
DMJ,0
FVG,0
SLF,0
TF ,2
PHK,0
KBG,0
RVK,0
SWM,0
OTB,3
RTS,97
QXB,0
VGJ,0
YQW,0
IWV,0
TGQ,0
GRK,0
WGE,0
XRV,0
MEY,7
GTW,0
VXG,0
CSX,0
BII,0
EGL,11
IKE,435
CWO,0
AD ,2461
NOD,36
OU ,2942
EBF,0
BSY,0
JZY,0
UNQ,5
RPN,0
AOV,0
YJO,0
CBM,0
VVV,0
 YR,0
VJQ,0
VOW,2
OEN,1
OWZ,0
GTF,0
LOX,9
HYZ,0
NVF,0
NIQ,5
EPA,72
NEG,29
KVA,0
TDX,0
JBV,0
PHC,0
 XD,0
KPW,0
ZCD,0
JKD,0
SCC,0
KUP,2
SCL,25
CXI,0
EHB,0
KNM,0
HOU,1422
SNN,0
BKK,0
ESR,0
DOT,4
MWC,0
OTV,0
OHQ,0
HUB,5
 DK,0
CMI,0
BSL,0
LMQ,0
UBU,4
LBP,0
VVI,0
WQM,0
HZ ,0
LFP,16
NQE,0
VZH,0
HEW,14
KXV,0
UHZ,0
GSQ,0
JKT,0
LEJ,0
IIC,0
RXM,0
GFE,0
SMT,0
CIV,18
OXZ,0
EIP,8
FIF,45
OIM,0
KVZ,0
PXZ,0
ZIW,0
MMH,0
QR ,0
XOA,0
MBU,7
MNC,0
BYP,0
LCM,0
PMI,0
NDA,207
LMN,1
UPV,0
 WH,4225
WLA,1
VOC,4
ZDB,0
GNV,0
HNV,0
VTV,0
JRQ,0
XTG,0
 AC,413
PLZ,0
EXK,0
PHQ,0
VHG,0
KAW,0
XCZ,0
JG ,0
 YQ,0
WLW,0
TLF,0
SHI,291
EHH,0
VTE,0
MEX,2
SLE,174
YIV,0
OY ,197
ODX,0
FRG,0
TUP,8
ZNN,0
NZF,0
KJH,0
PKV,0
ENC,537
LIL,4
UIU,0
QGN,0
EDM,0
SXJ,0
GGA,15
YZC,0
LAJ,0
 HX,0
JIF,1
EID,1
GKI,0
FMZ,0
TYO,6
LCS,0
NVK,0
XIB,0
WBB,0
 OB,223
RHR,0
YAY,0
QVJ,0
RLU,0
YWU,0
HHF,0
IYR,0
VLJ,0
I L,122
YPW,0
DEF,73
RMJ,0
BAN,176
NWP,0
EGQ,0
JHI,0
AIQ,0
EGS,20
BXM,0
UZK,0
FPF,0
IB ,3
LFI,10
PTO,26
KFZ,0
TOW,216
DQV,0
MVR,0
TAA,0
WB ,0
VPV,0
JRT,0
JOG,2
LCF,0
EAS,602
HXQ,0
TSH,5
LBJ,0
NWM,0
VPQ,0
FRD,0
VMR,0
UHO,0
TZL,0
FTB,1
XLS,0
KHS,0
UPQ,0
BYY,0
AHC,0
SWH,2
TY ,840
Z K,0
QKL,0
QHI,0
JXN,0
CUR,243
YDK,0
JDF,0
WVH,0
XDF,0
YNR,0
LZO,0
FGV,0
DSS,1
FJK,0
BLB,0
YTH,242
IRZ,0
HIW,0
VPL,0
DZY,0
XQ ,0
LCH,4
LAI,254
YLZ,0
ZFX,0
GBC,0
XAP,0
MJP,0
CMD,0
FGL,0
YJJ,0
CDG,0
CGG,0
BVP,0
VCY,0
VJL,0
UGQ,0
QGX,0
VVT,0
TPL,1
TZB,0
GPZ,0
ZKI,0
SSV,0
WI ,1
SVP,0
DEQ,1
VHI,0
VEG,4
EOG,2
ZMW,0
HII,0
QQR,0
UHL,1
APX,0
ZCX,0
HGB,0
HJK,0
TUC,13
DSJ,1
NRY,15
EDO,18
PIN,243
ATU,192
HD ,0
VKW,0
ME ,3434
YGK,0
LPD,0
NRU,0
KTN,0
ZZP,0
XIF,0
EUX,0
DIN,565
XPU,0
LLD,7
LTF,0
EVS,0
SOE,9
LBX,0
CKC,10
ZWN,0
JGY,0
RXL,0
TZP,1
QQD,0
ADO,63
JBW,0
AET,0
KBN,0
WZD,0
SOZ,0
NFU,47
CYO,0
ZLT,0
MBT,0
RGA,13
KTG,0
MUI,0
JOB,13
YED,116
BRE,242
CNL,0
OHK,0
RWG,0
ZRG,0
MQE,0
URW,5
GWN,0
LDI,66
OZO,0
BAU,1
 CT,1
OFG,0
VVG,0
NII,1
OLD,681
IVI,163
Y D,527
YWC,0
 LA,1316
HNG,0
ILL,1292
FXD,0
BOU,651
MZV,0
CJK,0
VFC,0
KNA,1
UXC,0
GPM,0
LK ,147
WIN,524
KDP,0
RVD,0
J R,0
FWW,0
XIS,14
SMB,0
FKL,0
LVV,0
GW ,0
LWP,0
MDT,0
 LL,1
JZE,0
TOG,146
CKD,0
OTN,1
IWH,0
LDV,0
TU ,0
AQJ,0
GJE,0
PJT,0
DXO,0
HGR,2
HDS,0
XTL,0
BKY,0
ZDC,0
MUO,0
HHP,0
DUV,0
UWT,0
SUZ,0
ZMM,0
PZC,0
SJA,1
BLZ,0
FAK,0
DFK,0
HUG,22
EUC,2
AZX,0
VYI,1
KML,0
P F,61
UHA,0
UTV,0
GRQ,0
CSD,0
PBC,0
ITF,4
SPV,0
KCO,13
QAX,0
PFX,0
ATF,13
TBL,1
QXD,0
 AS,2056
HTX,0
GFY,0
ISQ,3
ZMR,0
OYC,1
PBR,2
JIW,0
EPJ,0
YRU,0
BOB,8
JAK,3
JVU,0
DCI,0
HBH,0
BZM,0
GZD,0
AMS,34
FMP,0
KC ,0
SJE,2
AJS,0
CQQ,0
XGC,0
ERS,1115
 UC,0
HO ,462
TMR,1
QDU,0
LGT,0
IOO,0
VOY,2
QNO,0
HVK,0
BEH,106
KVC,0
UDD,162
UQH,0
AME,906
WOF,0
RWM,0
GNH,0
FDE,0
N P,260
NNF,0
RGZ,0
DTX,0
YPF,0
VPR,0
UBI,10
Y Q,27
QBO,0
ZUF,0
DOF,2
RXE,0
TRA,678
 JK,0
KPC,0
GWD,0
WA ,0
BOL,8
YZI,0
UIO,0
WRX,0
KJS,0
KSX,0
HER,4586
NHI,0
KXX,0
BVE,0
 GX,0
ZAV,0
WBF,0
VTU,0
DBF,0
AJQ,0
DST,37
WHK,0
ZNZ,0
JLU,0
SEA,172
FZB,0
VLA,2
GAD,3
BRN,0
HDE,0
NHP,0
PIU,12
VH ,0
CR ,0
EXZ,0
WWR,0
ZOB,0
YMF,0
 RO,849
WPW,0
WLM,0
HKS,0
DSV,0
BNK,0
EYY,0
PGY,0
ASY,56
YUX,0
SFB,0
YCU,0
LEM,156
TSD,1
ADE,532
AKO,1
YGO,3
TAJ,0
FBC,0
IQQ,0
RCT,0
CEZ,0
SC ,1
CZX,0
GGV,0
IZP,0
PAX,0
EAG,59
BUV,0
E T,4782
RXZ,0
ZFU,0
MNN,0
PLG,0
ZJS,0
RPK,0
BRT,0
TYB,0
WPF,0
UPE,36
AYL,29
LKH,0
NJK,0
TMV,0
JNL,0
RUM,42
ZKB,0
KAJ,0
TGL,0
NWN,0
OIV,0
BGP,0
GCV,0
TNX,0
TIB,27
YZS,0
JON,23
OOJ,0
HVR,0
MIV,0
 HV,0
PDL,0
QUO,15
YLN,0
DUT,24
XDJ,0
YQB,0
XFN,0
EHV,0
NEN,42
MOV,159
WUM,0
JKZ,0
SWG,0
QKI,0
EXH,14
MEK,4
XRY,0
DSE,3
YNL,0
PGS,0
VW ,0
WJJ,0
YGX,0
RV ,0
FVL,0
KGQ,0
MAK,236
YHY,0
URK,9
NKX,0
WVO,0
IKL,0
YST,75
QKY,0
QQY,0
VTA,0
DNY,0
I M,165
GDH,0
RSD,7
UCQ,0
QPV,0
DAA,0
SBW,0
WZA,0
AQL,0
JSY,0
LGD,0
HMQ,0
FBD,0
ZPJ,0
CHJ,0
DWV,0
OEU,1
MMW,0
ZIQ,0
VVQ,0
LWT,0
AC ,5
JJZ,0
HAW,25
PCP,0
UUQ,0
ZFC,0
OYH,2
UUT,0
AGJ,0
HEP,1
OKX,0
DHG,0
XEI,0
TL ,0
DEP,64
DLW,0
JAM,34
TNG,0
XTA,1
GUA,31
QMH,0
QYC,0
XHH,0
TIE,211
RN ,320
ROX,2
AIO,0
IEG,0
TJA,0
LTP,0
DLA,4
SUQ,0
XI ,25
KUE,0
DQQ,0
U E,31
ZUV,0
WZK,0
 MB,0
WQO,0
JAQ,1
NJL,0
PYC,0
GQL,0
WYL,0
A L,581
IER,74
US ,825
OBX,0
GPI,2
LPX,0
ODY,272
VNO,0
DWT,0
NHY,0
FVM,0
LHN,0
BIZ,7
NYQ,0
ZBM,0
 XU,0
KAB,34
STL,144
TLR,0
UMA,48
NSC,64
TRE,482
ZOC,0
CNV,0
NQ ,0
VZL,0
AWW,0
FIJ,0
XWA,0
PKZ,0
XXL,0
WBG,0
TQR,0
OZJ,0
PNV,0
OMK,0
TNV,0
GDG,0
BOZ,0
OCK,454
SFX,0
BDR,0
GLJ,0
HCC,0
IGF,0
LZT,0
MLE,7
HTZ,0
BHL,0
CHH,2
OHA,0
KKQ,0
BNL,0
MGF,0
CED,272
UBY,1
XFU,0
 NX,0
EIL,31
WMF,0
YFH,0
GKX,0
LRY,1
UEG,0
C V,1
MSB,2
KXY,0
LHF,0
 ML,0
GLI,106
JEQ,0
AT ,6253
BTG,0
KKI,0
SLQ,0
P U,31
QFZ,0
TEP,171
UJX,0
CTK,0
VAT,61
QXF,0
DTP,0
Q  ,0
ZUZ,0
XGX,0
RGO,70
DOJ,0
DTU,1
MEO,41
WIE,2
SJF,0
IAU,0
VIK,0
ZHR,0
KQL,0
 GM,0
ADU,23
UXH,0
VFX,0
U B,76
IWK,0
AGT,0
VPN,0
YMX,0
ADT,5
CTR,101
RAY,109
QFI,0
FJB,0
DJK,0
EZW,0
SZH,0
PPD,0
IQX,0
MFI,0
PWQ,0
WSG,0
IAA,0
TPF,0
GUG,0
XQS,0
O E,165
LIC,348
IHJ,0
WLJ,0
QNV,0
ZRV,0
COB,16
FUZ,0
COR,267
JNV,0
KIC,7
ZET,2
HWU,0
T J,88
UDE,101
CGQ,0
UUV,0
NAM,183
PKO,0
YBL,2
ZZS,0
DIU,20
X S,7
TOY,5
WKD,0
NAA,1
RQZ,0
QRK,0
UAU,0
YBZ,0
W  ,123
GNN,0
XPF,0
GMK,0
VST,0
NXT,0
QXJ,0
DHE,40
EGJ,0
DLQ,0
WBY,0
WFA,3
CJS,0
ODF,7
RS ,1404
PJX,0
SWW,1
CUV,1
HOB,2
RPE,74
NDG,2
LHS,0
SQQ,0
MHP,0
HTG,0
NT ,3374
VAA,0
EPK,0
ZKG,0
LP ,86
HPG,0
MRF,0
HGF,0
LTA,20
KDG,0
ABS,120
KAU,0
EFN,0
QVX,0
LNC,0
VOO,0
J S,0
ZMD,0
YIQ,0
TPP,0
OAN,52
OBJ,42
TYC,1
AOD,4
ZTR,0
BVX,0
WTZ,0
NVG,0
ZRD,0
QOW,0
SGJ,0
DPN,0
VOH,0
GWX,0
DJM,0
YDS,1
HMJ,0
ECY,13
ZQB,0
NZC,0
EBI,0
LSJ,0
SWV,0
UYS,1
GBX,0
ZME,0
ROP,221
ZPU,0
BQE,0
VHJ,0
I C,437
FXA,0
UZA,0
AMR,0
PHD,0
WLV,0
PDH,0
ZKH,0
GXH,0
GGC,0
GDP,0
RJH,0
LEZ,0
FGS,0
HKE,0
KEG,1
AZR,0
EWT,2
JEK,0
QGJ,0
DHP,0
EGW,0
ZFV,0
G M,241
FLC,0
FPE,2
SRS,0
CUG,0
 HU,730
NVA,25
PPK,0
YAP,0
FNS,0
 XR,0
BEG,281
EBM,0
YAC,9
LXQ,0
NZA,2
EIA,0
WCQ,0
CDY,0
RHY,5
OWT,10
VGS,0
PPP,0
GJO,0
CXA,0
OXY,0
PCQ,0
TGE,0
BOO,197
VSW,0
CZV,0
VUW,0
NRS,0
WHE,1154
JTZ,0
POD,0
IMX,0
WYF,0
SHO,763
RLV,0
WGR,0
ICW,0
LPC,0
CPY,0
RKK,1
FAD,23
ZWS,0
PPH,0
BHC,0
ZXI,0
IMN,9
HRP,0
VIM,0
NTN,3
PPQ,0
DZL,0
NSY,8
VDJ,0
HVU,0
BQC,0
MHT,0
HDW,0
EUV,1
OMZ,0
SDX,0
UTG,0
ACP,0
MKI,0
ABN,3
VYR,0
LQR,0
MLJ,0
W V,21
LLE,548
IFF,141
KRT,0
YK ,0
JCZ,0
VMF,0
ABM,5
  E,89
SSZ,0
VHY,0
 X ,4
TDN,0
ALS,153
ELZ,0
JDE,0
GCW,0
JEE,3
RJN,0
WJR,0
XNT,0
BUE,0
NVH,0
VX ,0
SNB,0
BJR,0
QDT,0
SIN,611
GJI,1
XV ,6
S K,88
WWC,0
SNF,0
XDQ,0
NEK,0
SNW,0
JFA,0
OGR,57
DOK,0
EQK,0
KMH,0
YDB,0
MZC,0
UAS,3
DFL,1
EGE,32
FBH,0
TBU,12
XQR,0
YXE,0
WWL,0
 VS,0
ZPO,0
WDR,3
PM ,1
JWM,0
NYC,2
VII,20
NET,64
X H,5
QRO,0
WMJ,0
GZC,0
MYF,0
QTO,0
UQT,0
XLT,0
ZEE,0
VEN,694
NKI,59
FMN,0
RSL,1
OWW,7
QAU,0
NBY,0
CEB,2
